,animal_id,animal_type,animal_breed,kennel_status,intake_type,intake_subtype,intake_date,intake_condition,outcome_type,outcome_date,outcome_condition,month,year
77959,A1027337,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77954,A1027332,CAT,SIAMESE,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77955,A1027333,CAT,SIAMESE,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77956,A1027334,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77463,A1026838,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77464,A1026839,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77465,A1026840,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77480,A1026854,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
77359,A1026739,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-05-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78548,A1027952,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-06-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78517,A1027922,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78513,A1027919,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-05-04T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78511,A1027917,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-05-04T00:00:00.000,TREATABLE MANAGEABLE CONTAGIOUS,APR.2018,FY2018
78510,A1027916,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78509,A1027915,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78508,A1027914,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,2018-04-24T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,APR.2018,FY2018
78514,A1027920,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-05-08T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78520,A1027925,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-27T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78521,A1027926,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78530,A1027934,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-09T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78525,A1027930,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78524,A1027929,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78523,A1027928,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78522,A1027927,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78506,A1027912,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,QUARANTINE,2018-04-24T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78251,A1027655,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78986,A1028411,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-29T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-01T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78244,A1027647,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78246,A1027649,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78411,A1027818,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78410,A1027817,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78409,A1027816,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78387,A1027793,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78386,A1027792,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78384,A1027790,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78379,A1027785,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78380,A1027786,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78381,A1027787,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2018-05-14T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78383,A1027789,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78396,A1027804,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-05-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78359,A1027768,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-05-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78500,A1027908,CAT,DOMESTIC LH,LAB,OWNER SURRENDER,GENERAL,2018-04-24T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-27T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,APR.2018,FY2018
78643,A1028043,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-05-04T00:00:00.000,TREATABLE MANAGEABLE CONTAGIOUS,APR.2018,FY2018
78642,A1028042,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78640,A1028040,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
79059,A1028472,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,DEAD ON ARRIVAL,2018-04-30T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,2018-04-30T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78641,A1028041,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78647,A1028047,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-04-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78645,A1028045,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78644,A1028044,CAT,DOMESTIC MH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DIED,2018-05-07T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78639,A1028039,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-05-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78638,A1028038,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-05-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78669,A1028070,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78668,A1028069,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78667,A1028068,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78670,A1028071,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78666,A1028067,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78661,A1028061,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,DEAD ON ARRIVAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78671,A1028072,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
78649,A1028049,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-04-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78655,A1028055,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-04-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-05-04T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,APR.2018,FY2018
78226,A1027630,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78194,A1027592,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
78109,A1027496,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-20T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-04-23T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78111,A1027498,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-20T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-04-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78113,A1027500,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-20T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-04-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
78114,A1027501,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-20T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,2018-04-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,APR.2018,FY2018
76815,A1026201,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76482,A1025874,CAT,DOMESTIC LH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76481,A1025873,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76813,A1026199,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76485,A1025879,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76490,A1025882,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76802,A1026188,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,2018-04-09T00:00:00.000,TREATABLE REHABILITABLE CONTAGIOUS,APR.2018,FY2018
76804,A1026190,CAT,MAINE COON,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76798,A1026185,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,2018-04-09T00:00:00.000,TREATABLE REHABILITABLE CONTAGIOUS,APR.2018,FY2018
76761,A1026148,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-04-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76497,A1025887,CAT,DOMESTIC MH,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2018-04-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-04-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,APR.2018,FY2018
76795,A1026183,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-15T00:00:00.000,HEALTHY,APR.2018,FY2018
78812,A1028224,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-04-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-05-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76504,A1025891,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-04-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,APR.2018,FY2018
76784,A1026191,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-04-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,2018-04-09T00:00:00.000,TREATABLE REHABILITABLE CONTAGIOUS,APR.2018,FY2018
